Sampling_event,River,Site,Location_Code,Lat,Lon,Presentation,Replicate,Quarry,Date,Time,Treatment,Guppy_Number,Male_Female_ratio,Guppy_length_mm,Control_first,Flow_max_rps,Max_Flow_ms,Depth_cm,Width_m,Min_from_sunrise,Turb_mean_NTU,DO_mgL,Temp_mean_C,Light_mean_lux,Canopy_cover,Trial_length_min,APtottime,APproptime,APAttack,APvisits,CFtottime,CFproptime,CFAttack,CFvisits,HMtottime,HMproptime,HMAttack,HMvisits,HTtottime,HTproptime,HTAttack,HTvisits,AHtottime,AHproptime,AHAttack,AHvisits,ABtottime,ABproptime,ABAttack,ABvisits,RQtottime,RDtottime,RDproptime,RDAttack,RDvisits,MCtottime,MCproptime,MCAttack,MCvisits,MCFirstV,MCFirstA,RDFirstV,RDFirstA,RQFirstV,RQFirstA,ABFirstV,ABFirstA,AHFirstV,AHFirstA,HTFirstV,HTFirstA,HMFirstV,HMFirstA,CFFirstV,CFFirstA,APFirstV,APFirstA,Predtottime,Predproptime,PredAttack,PredFirstV,PredFirstA,Predvisits,Trial_length,AP,CF,HM,HT,AH,AB,RQ,RD,MC
se001,turure,1,7TuA1,10.6800449,-61.166981,1,1,y,12/04/2022,10:08,control,0,NA,NA,y,0,0,91,2.7,252,2.47,11.9,24.2,981.6,56.3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,900,900,900,900,6,900,900,900,900,900,900,900,0,0,0,6,900,0,15,0,0,0,1,0,0,0,0,0
se002,turure,1,7TuA2,10.6802927,-61.1670844,2,1,y,12/04/2022,10:47,control,0,NA,NA,y,0,0,65,7,291,6.28,13.3,24.36,1208.13,52.35,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,840,840,11,840,28,840,11,840,840,840,840,840,840,840,17,0,0,16,840,5,14,0,0,0,1,1,0,0,0,0
se003,turure,1,7TuA3,10.6806674,-61.1672407,3,1,y,12/04/2022,11:19,control,0,NA,NA,y,0,0,87,3,323,2.48,11.6,24.61,2676.33,28.4,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,19,900,900,900,19,900,900,900,900,900,900,900,20,0,0,19,900,2,15,0,0,0,1,0,0,0,0,0
se004,turure,1,7TuA1,10.6800449,-61.166981,4,1,y,12/04/2022,12:02,prey,6,0.17,28.8,y,0,0,91,2.7,366,2.47,11.9,25.05,4585.73,56.3,15,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,382,900,900,900,8,900,900,900,900,900,900,900,108,0,0,195,900,36,15,0,0,0,1,0,0,0,0,0
se005,turure,1,7TuA2,10.6802927,-61.1670844,5,1,y,12/04/2022,12:25,prey,6,0.17,28.8,y,0,0,65,7,389,6.28,13.3,24.96,1090.93,52.35,15,0,0,0,0,0,0,0,0,0,0,0,0,69,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,1,6,180,310,900,900,900,900,64,900,900,900,64,71,900,900,900,900,900,900,170,0,10,102,191,38,15,0,0,0,1,0,0,0,0,1
se006,turure,1,7TuA3,10.6806674,-61.1672407,6,1,y,12/04/2022,13:10,prey,6,0.17,28.8,y,0,0,87,3,434,2.48,11.6,24.99,3067.6,28.4,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,112,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,24,900,462,577,24,900,900,900,900,900,900,900,120,0,5,170,577,12,15,0,0,0,1,1,0,0,0,0
se007,guanapo,2,5GuB2,10.6935391,-61.2621615,1,1,y,13/04/2022,11:12,prey,10,0.1,21.4,n,0.17,0.04,81,10,316,2.73,15.6,25.45,4015.67,57.82,15,30,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,39,900,900,900,4,900,900,900,900,900,39,900,30,0,0,28,900,12,15,1,0,0,1,0,0,0,0,0
se008,guanapo,2,5GuB3,10.6940758,-61.2633045,2,1,y,13/04/2022,11:56,prey,10,0.1,21.4,n,0.17,0.04,49,7,360,2.8,15,25.66,21958.33,3.87,15,19,0,0,4,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,369,900,900,900,16,900,900,900,900,900,430,900,40,0,0,272,900,12,15,1,0,0,1,0,0,0,0,0
se009,guanapo,2,5GuB1,10.6932231,-61.2610646,5,1,y,13/04/2022,13:54,prey,10,0,25.4,n,0.93,0.23,68,10.5,478,1.38,15,25.66,228.07,55.81,15,75,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,141,900,900,900,12,900,900,900,900,900,516,900,77,0,0,223,900,7,15,1,0,0,1,0,0,0,0,0
se010,guanapo,2,5GuB2,10.6935391,-61.2621615,3,1,y,13/04/2022,12:24,control,0,NA,NA,n,0.17,0.04,81,10,388,2.73,15.6,25.34,4034.93,57.82,15,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,28,900,900,900,8,900,900,900,900,900,900,900,2,0,0,18,900,3,15,0,0,0,1,0,0,0,0,0
se011,guanapo,2,5GuB3,10.6940758,-61.2633045,4,1,y,13/04/2022,12:59,control,0,NA,NA,n,0.17,0.04,49,7,423,2.8,15,25.95,35592.2,3.87,15,84,0,0,5,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,107,900,900,900,4,900,900,900,900,900,107,900,102,0,0,72,900,9,15,1,0,0,1,0,1,0,0,0
se012,guanapo,2,5GuB1,10.6932231,-61.2610646,6,1,y,13/04/2022,14:37,control,0,NA,NA,n,0.93,0.23,68,10.5,521,1.38,15,25.12,946.6,55.81,15,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,383,900,900,900,9,900,900,900,900,900,900,900,8,0,0,196,900,5,15,0,0,0,1,0,0,0,0,0
se013,st joseph,1,1StA1,10.7186245,-61.4205861,1,1,y,14/04/2022,09:20,control,0,NA,NA,y,0,0,44,5,205,1.02,14.5,25.52,30679.6,39.76,15,47,0,0,4,36,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,14,900,900,900,14,900,900,900,14,900,506,900,83,0,0,137,900,8,15,1,1,0,0,0,0,0,0,0
se014,st joseph,1,1StA2,10.7186214,-61.4206214,2,1,y,14/04/2022,10:23,control,0,NA,NA,y,0,0,81,4,268,1.28,14.5,25.54,31763.8,74.42,14,85,0,1,13,32,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,586,1,0,3,0,0,0,0,0,0,0,0,0,840,840,840,840,840,840,30,840,840,840,30,840,840,840,215,840,30,645,657,1,1,76,645,21,14,1,1,0,0,0,1,0,0,0
se015,st joseph,1,1StA3,10.7187229,-61.4206169,3,1,y,14/04/2022,09:40,control,0,NA,NA,y,0,0,73,6,225,2.08,14.4,25,29999.4,81.15,15,66,0,0,2,39,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,264,900,900,900,264,900,900,900,503,900,605,900,118,0,0,409,900,11,15,1,1,0,0,0,1,0,0,0
se016,st joseph,1,1StA1,10.7186245,-61.4205861,4,1,y,14/04/2022,10:40,prey,6,0,25.8,y,0,0,44,5,285,1.02,14.5,24.89,5631.67,39.76,15,218,0,24,20,601,1,203,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,53,900,900,900,53,900,900,900,168,349,53,300,685,1,227,81,324,59,15,1,1,0,0,0,1,0,0,0
se017,st joseph,1,1StA2,10.7186214,-61.4206214,5,1,y,14/04/2022,10:56,prey,6,0,25.8,y,0,0,81,4,301,1.28,14.5,25.32,32205.67,74.42,15,79,0,0,7,848,1,384,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,29,900,900,900,29,900,900,900,29,31,668,900,848,1,384,189,31,31,15,1,1,0,0,0,0,0,0,0
se018,st joseph,1,1StA3,10.7187229,-61.4206169,6,1,y,14/04/2022,11:13,prey,6,0,25.8,y,0,0,73,6,318,2.08,14.4,25.33,23172.93,81.15,15,691,1,0,27,716,1,5,53,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,43,900,900,900,86,900,900,900,196,213,86,900,746,1,5,103,213,83,15,1,1,0,0,0,1,0,0,0
se019,st joseph,2,1StB1,10.7129085,-61.4124237,1,1,y,14/04/2022,13:18,prey,8,0,21,n,0,0,55,2,443,0.74,11.3,26.69,564.73,73.96,15,647,1,1,4,852,1,324,82,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,13,293,900,900,13,900,900,900,16,16,232,236,867,1,328,68,182,89,15,1,1,0,0,0,1,0,0,0
se020,st joseph,2,1StB2,10.7125659,-61.4126429,2,1,y,14/04/2022,13:39,prey,8,0,21,n,0,0,69,4,464,1.17,11.1,26.51,1426.13,66.18,15,74,0,3,6,794,1,355,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,135,900,900,900,135,900,900,900,135,138,265,274,794,1,358,167,206,18,15,1,1,0,0,0,0,0,0,0
se021,st joseph,2,1StB3,10.7199211,-61.4086032,3,1,y,14/04/2022,13:59,prey,8,0,21,n,0,0,62,6,484,0.79,9.6,26.92,30611.47,4.12,15,873,1,1,35,38,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,32,900,900,900,32,900,900,900,685,900,32,51,873,1,1,195,51,38,15,1,1,0,0,0,0,0,0,0
se022,st joseph,2,1StB1,10.7129085,-61.4124237,4,1,y,14/04/2022,14:23,control,0,NA,NA,n,0,0,55,2,508,0.74,11.3,26.71,2423.8,73.96,15,0,0,0,0,140,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,86,900,900,900,86,900,900,900,86,900,900,900,140,0,0,86,900,30,15,0,1,0,0,0,1,0,0,0
se023,st joseph,2,1StB2,10.7125659,-61.4126429,5,1,y,14/04/2022,14:40,control,0,NA,NA,n,0,0,69,4,525,1.17,11.1,26.48,869.6,66.18,15,10,0,0,3,392,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,11,900,900,900,11,900,900,900,22,900,11,900,400,0,0,14,900,33,15,1,1,0,0,0,0,0,0,0
se024,st joseph,2,1StB3,10.7199211,-61.4086032,6,1,y,14/04/2022,15:00,control,0,NA,NA,n,0,0,62,8,545,0.79,9.6,26.69,19695.2,4.12,15,618,1,0,35,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,11,900,900,900,11,900,900,900,663,900,11,900,618,1,0,174,900,36,15,1,1,0,0,0,0,0,0,0
se025,lopinot,1,3LoA1,10.704669,-61.3208909,1,1,n,19/04/2022,09:16,control,0,NA,NA,y,0,0,55,2,203,1.35,13.7,23.99,1886.07,71.58,15,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,217,900,900,900,217,900,217,900,900,900,900,900,4,0,0,217,900,1,15,0,0,1,0,0,0,0,0,0
se026,lopinot,1,3LoA2,10.7048464,-61.3207613,2,1,n,19/04/2022,09:35,control,0,NA,NA,y,0,0,53,7,222,2.34,15.3,24.07,16879.2,37.15,15,0,0,0,0,67,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,122,900,900,900,122,900,900,900,122,900,900,900,67,0,0,122,900,7,15,0,1,0,0,0,0,0,0,0
se027,lopinot,1,3LoA3,10.7054614,-61.3207949,3,1,n,19/04/2022,10:04,control,0,NA,NA,y,0.13,0.03,64,4,251,1.21,13.7,23.98,6717.33,54.8,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,386,900,900,900,16,900,900,900,900,900,900,900,4,0,0,201,900,2,15,0,0,0,1,0,0,0,0,0
se028,lopinot,1,3LoA1,10.704669,-61.3208909,4,1,n,19/04/2022,10:33,prey,5,0,30.6,y,0,0,55,2,280,1.35,13.7,24.38,2445.43,71.58,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,900,0,0,0,900,900,0,15,0,0,0,0,0,0,0,0,0
se029,lopinot,1,3LoA2,10.7048464,-61.3207613,5,1,n,19/04/2022,10:51,prey,5,0,30.6,y,0,0,53,7,298,2.34,15.3,24.79,29643.27,37.15,15,18,0,2,3,729,1,99,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,132,900,900,900,132,900,900,900,132,134,154,201,729,1,101,138,167,7,15,1,1,0,0,0,0,0,0,0
se030,lopinot,1,3LoA3,10.7054614,-61.3207949,6,1,n,19/04/2022,11:12,prey,5,0,30.6,y,0.13,0.03,64,4,319,1.21,13.7,24.44,4030.73,54.8,15,3,0,0,1,747,1,118,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,36,43,900,900,157,900,900,900,157,157,750,900,747,1,123,275,100,3,15,1,1,0,0,0,1,0,0,0
se031,lopinot,2,3LoB1,10.6915927,-61.3234136,1,1,n,19/04/2022,13:18,prey,9,0,23,n,0,0,60,2,445,0.83,10.1,25.99,13794.86,6.23,15,836,1,0,7,856,1,258,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,69,900,900,900,69,900,900,900,69,89,85,900,856,1,258,73,89,17,15,1,1,0,0,0,0,0,0,0
se032,lopinot,2,3LoB2,10.6921781,-61.323294,2,1,n,19/04/2022,13:36,prey,9,0,23,n,0,0,59,4,463,0.85,13.6,26.1,1533.4,70.19,15,18,0,0,3,203,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,352,900,900,900,352,900,900,900,641,699,352,900,221,0,1,424,699,6,15,1,1,0,0,0,0,0,0,0
se033,lopinot,2,3LoB3,10.6924552,-61.3231855,3,1,n,19/04/2022,13:54,prey,9,0,23,n,0,0,62,9.5,481,1.72,13.8,26.44,8296.53,70.82,15,91,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,10,900,900,900,10,900,900,900,900,900,10,664,91,0,1,10,664,20,15,1,0,0,0,0,0,0,0,0
se034,lopinot,2,3LoB1,10.6915927,-61.3234136,4,1,n,19/04/2022,14:21,control,0,NA,NA,n,0,0,60,2,508,0.83,10.1,25.81,14338.87,6.23,15,100,0,0,10,240,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,84,900,900,900,84,900,900,900,84,900,211,900,325,0,0,116,900,45,15,1,1,0,0,0,0,0,0,0
se035,lopinot,2,3LoB2,10.6921781,-61.323294,5,1,n,19/04/2022,14:39,control,0,NA,NA,n,0,0,59,4,526,0.85,13.6,25.84,385.2,70.19,15,43,0,1,6,28,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,181,900,900,900,181,900,900,900,368,900,181,462,72,0,1,227,462,8,15,1,1,0,0,0,0,0,0,0
se036,lopinot,2,3LoB3,10.6924552,-61.3231855,6,1,n,19/04/2022,14:56,control,0,NA,NA,n,0,0,62,9.5,543,1.72,13.8,26.05,2634.07,70.82,15,104,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,90,900,900,900,90,900,900,900,900,900,90,900,104,0,0,90,900,12,15,1,0,0,0,0,0,0,0,0
se037,lopinot,3,3LoC1,10.660151,-61.3257801,1,1,n,20/04/2022,09:15,control,0,NA,NA,y,0.33,0.08,40,8,203,1.64,14.3,24.73,3204.93,57.73,15,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,890,900,900,900,890,900,900,900,890,900,900,900,14,0,0,890,900,1,15,0,1,0,0,0,0,0,0,0
se038,lopinot,3,3LoC2,10.6602532,-61.3261689,2,1,n,20/04/2022,09:33,control,0,NA,NA,y,0,0,62,12,221,1.6,14.8,24.71,4794.8,62.7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,615,900,900,900,615,900,900,900,900,900,900,900,0,0,0,615,900,0,15,0,0,0,0,0,0,0,0,0
se039,lopinot,3,3LoC3,10.6605097,-61.326418,3,1,n,20/04/2022,09:52,control,0,NA,NA,y,0.27,0.07,58,8,240,1.17,14.6,24.43,4627.53,52.43,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,198,900,900,900,198,900,900,900,900,900,900,900,0,0,0,198,900,0,15,0,0,0,0,0,0,0,0,0
se040,lopinot,3,3LoC1,10.660151,-61.3257801,4,1,n,20/04/2022,10:14,prey,6,0,23.8,y,0.33,0.08,40,8,262,1.64,14.3,24.52,2333.8,57.73,15,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,708,900,900,900,708,900,900,900,900,900,708,900,69,0,0,708,900,1,15,1,0,0,0,0,0,0,0,0
se041,lopinot,3,3LoC2,10.6602532,-61.3261689,5,1,n,20/04/2022,10:32,prey,6,0,23.8,y,0,0,62,12,280,1.6,14.8,25.17,16298.33,62.7,15,733,1,8,17,325,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,118,900,900,900,118,900,900,900,509,900,118,426,733,1,8,215,426,21,15,1,1,0,0,0,0,0,0,0
se042,lopinot,3,3LoC3,10.6605097,-61.326418,6,1,n,20/04/2022,10:50,prey,6,0,23.8,y,0.27,0.07,58,8,298,1.17,14.6,24.68,4691.73,52.43,15,97,0,0,4,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,420,900,900,900,420,900,900,900,743,900,420,900,110,0,0,501,900,5,15,1,1,0,0,0,0,0,0,0
se043,caura,3,2CaC1,10.6807475,-61.362376,1,1,n,20/04/2022,14:12,prey,6,0,28.5,n,1.43,0.36,52,12.5,500,1.41,15.4,25.23,633.47,56.99,15,340,0,42,14,445,0,104,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,30,900,900,900,30,900,900,900,64,469,30,84,515,1,146,38,276,20,15,1,1,0,0,0,0,0,0,0
se044,caura,3,2CaC2,10.6808515,-61.3624565,2,1,n,20/04/2022,14:29,prey,6,0,28.5,n,0.13,0.03,74,11,517,1.4,13.4,25.08,1053.8,58.38,15,0,0,0,0,101,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,146,900,900,900,146,900,900,900,146,164,900,900,101,0,3,146,164,7,15,0,1,0,0,0,0,0,0,0
se045,caura,3,2CaC3,10.6808515,-61.3624565,3,1,n,20/04/2022,14:48,prey,6,0,28.5,n,0.23,0.06,60,9,536,1.13,14.3,25.14,2570.2,57.95,15,0,0,0,0,46,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,16,900,900,900,204,900,900,900,204,900,900,900,46,0,0,141,900,4,15,0,1,0,0,0,1,0,0,0
se046,caura,3,2CaC1,10.6807475,-61.362376,4,1,n,20/04/2022,15:17,control,0,NA,NA,n,1.43,0.36,52,12.5,565,1.41,15.4,25.1,928.87,56.99,15,0,0,0,0,2,0,0,1,539,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,218,900,900,900,218,900,218,900,785,900,900,900,541,1,0,359,900,2,15,0,1,1,0,0,0,0,0,0
se047,caura,3,2CaC3,10.6808515,-61.3624565,5,1,n,20/04/2022,15:48,control,0,NA,NA,n,0.13,0.03,74,11,596,1.4,13.4,25.16,1509.89,58.38,15,0,0,0,0,57,0,0,2,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,463,900,900,900,22,900,900,900,463,900,900,900,62,0,0,316,900,5,15,0,1,0,1,0,0,0,0,0
se048,caura,3,2CaC2,10.6808515,-61.3624565,6,1,n,20/04/2022,15:57,control,0,NA,NA,n,0.23,0.06,60,9,605,1.13,14.3,25.13,745.44,57.95,15,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,705,900,900,900,705,900,900,900,705,900,900,900,17,0,0,705,900,1,15,0,1,0,0,0,0,0,0,0
se049,caura,2,2CaB1,10.6913761,-61.357658,1,1,n,21/04/2022,09:58,prey,10,0.43,27.7,n,0.47,0.12,73,10,246,1.2,12.4,25.15,6058.8,56.03,15,40,0,1,4,803,1,60,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,12,900,900,900,12,900,900,900,12,17,560,561,803,1,61,149,289,51,15,1,1,0,0,0,0,0,0,0
se050,caura,2,2CaB2,10.6917665,-61.3575916,3,1,n,21/04/2022,10:35,prey,10,0.43,27.7,n,1.83,0.46,65,7,283,1.33,14.7,25.29,10538.93,27.04,15,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,769,900,900,900,769,900,900,900,769,900,900,900,25,0,0,769,900,1,15,0,1,0,0,0,0,0,0,0
se051,caura,2,2CaB3,10.6920328,-61.3576668,4,1,n,21/04/2022,10:54,prey,10,0.43,27.7,n,1.37,0.34,53,8,302,0.98,14.3,25.81,14563.73,57.7,15,64,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,342,900,900,900,342,900,900,900,900,900,342,900,64,0,0,342,900,5,15,1,0,0,0,0,0,0,0,0
se052,caura,2,2CaB1,10.6913761,-61.357658,5,1,n,21/04/2022,11:14,control,0,NA,NA,n,0.47,0.12,73,10,322,1.2,12.4,25.4,2066.4,56.03,15,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,391,900,900,900,391,900,900,900,900,900,391,900,2,0,0,391,900,1,15,1,0,0,0,0,0,0,0,0
se053,caura,2,2CaB2,10.6917665,-61.3575916,7,1,n,21/04/2022,11:47,control,0,NA,NA,n,1.83,0.46,65,7,355,1.33,14.7,25.63,13754.67,27.04,15,0,0,0,0,22,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,68,900,900,900,68,900,900,900,68,900,900,900,22,0,0,68,900,2,15,0,1,0,0,0,0,0,0,0
